kind,.pred_AI,.pred_class,detector,native,name,model,document_id,prompt
AI,0.496489167,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,480,Elevate using technical
AI,0.9997,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,406,Simplify like non-native
Human,1.72e-16,Human,GPTZero,Yes,US 8th grade essay,Human,127,NA
AI,0.197207943,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,38,Plain
AI,0.215199903,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,26,Plain
AI,0.343623882,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,228,Simplify like non-native
Human,0.43636784,Human,Crossplag,No,Real TOEFL,Human,338,NA
AI,0.347085685,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,136,Simplify like non-native
Human,0.99898535,AI,OriginalityAI,No,Real TOEFL,Human,301,NA
AI,1.00059e-4,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,270,Enhance like native
AI,0.022807181,Human,Quil,NA,Fake CS224N - GPT3,GPT3,58,Plain
AI,0.006283932,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,520,Elevate using technical
AI,0.961935878,AI,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,254,Enhance like native
AI,1.77801e-4,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,258,Enhance like native
AI,0.039061017,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,384,Plain
Human,2.22105e-4,Human,Crossplag,Yes,Real College Essays,Human,407,NA
AI,5.97e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,514,Elevate using technical
AI,8.78e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,652,Elevate using technical
AI,0.999690533,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,169,Simplify like non-native
AI,1.71304e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,519,Elevate using technical
Human,0.0151379,Human,OriginalityAI,Yes,Real CS224N,Human,830,NA
AI,0.585845546,AI,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,381,Elevate using literary
Human,0.001179264,Human,Sapling,Yes,US 8th grade essay,Human,165,NA
Human,0.0336,Human,OriginalityAI,Yes,US 8th grade essay,Human,413,NA
AI,0.9997,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,92,Simplify like non-native
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,567,Plain
Human,0.001201955,Human,HFOpenAI,Yes,Real College Essays,Human,289,NA
AI,0.439844906,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,457,Enhance like native
AI,0.044246852,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,380,Enhance like native
AI,0.344501138,Human,Quil,NA,US 8th grade essay - GPT simplify,GPT4,172,Simplify like non-native
Human,0.03505075,Human,Crossplag,Yes,US 8th grade essay,Human,448,NA
AI,0.5,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,318,Simplify like non-native
AI,0.999698997,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,515,Plain
AI,2.98187e-4,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,576,Plain
Human,9.81e-5,Human,Sapling,Yes,Real College Essays,Human,473,NA
Human,1.71542e-4,Human,Quil,Yes,US 8th grade essay,Human,192,NA
Human,0.006990536,Human,OriginalityAI,Yes,Real CS224N,Human,790,NA
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,317,Enhance like native
Human,0.005079919,Human,OriginalityAI,Yes,Real CS224N,Human,787,NA
AI,0.004697131,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,18,Plain
AI,6.56477e-4,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,524,Plain
AI,0.991247892,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,563,Plain
Human,8.64e-25,Human,GPTZero,Yes,Real College Essays,Human,391,NA
Human,0.956825078,AI,Quil,No,Real TOEFL,Human,304,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,844,NA
Human,1.82311e-4,Human,HFOpenAI,Yes,Real CS224N,Human,772,NA
AI,0.002659818,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,358,Enhance like native
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,575,Plain
AI,0.067885065,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,37,Plain
AI,0.25,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,384,Plain
Human,6.78e-21,Human,GPTZero,Yes,Real College Essays,Human,396,NA
AI,0.004307348,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,124,Simplify like non-native
Human,2.24018e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,157,NA
AI,2.12e-6,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,521,Plain
AI,0.994692266,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,577,Plain
AI,0.997159719,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,562,Elevate using technical
AI,0.999992957,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,139,Simplify like non-native
Human,0.47765,Human,OriginalityAI,Yes,US 8th grade essay,Human,361,NA
AI,0.625,AI,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,208,Enhance like native
Human,0.75,AI,ZeroGPT,No,Real TOEFL,Human,344,NA
AI,3.56772e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,554,Elevate using technical
Human,0.837451398,AI,OriginalityAI,No,Real TOEFL,Human,262,NA
AI,0.997504652,AI,Quil,NA,Fake CS224N - GPT3,GPT3,29,Plain
Human,1.87338e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,362,NA
AI,0.999806225,AI,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,730,Plain
AI,0.9986,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,95,Simplify like non-native
Human,2.91547e-4,Human,OriginalityAI,Yes,Real CS224N,Human,778,NA
Human,1.74191e-4,Human,Crossplag,Yes,Real CS224N,Human,814,NA
Human,5.37e-5,Human,GPTZero,No,Real TOEFL,Human,910,NA
Human,0.0021,Human,OriginalityAI,Yes,US 8th grade essay,Human,175,NA
AI,9.37e-7,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,366,Elevate using literary
Human,4.82917e-4,Human,Quil,Yes,US 8th grade essay,Human,331,NA
AI,3.55303e-4,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,353,Enhance like native
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,439,Plain
AI,0.051162079,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,659,Plain
AI,4.29571e-4,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,732,Elevate using literary
AI,9.00047e-4,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,583,Plain
Human,0.714545228,AI,GPTZero,No,Real TOEFL,Human,306,NA
Human,1.82526e-4,Human,Crossplag,Yes,Real CS224N,Human,773,NA
Human,8.40319e-4,Human,OriginalityAI,Yes,Real CS224N,Human,811,NA
AI,0.625,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,570,Plain
Human,0.375,Human,ZeroGPT,No,Real TOEFL,Human,415,NA
Human,1.82161e-4,Human,Crossplag,Yes,US 8th grade essay,Human,94,NA
AI,0.001057319,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,483,Elevate using technical
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,621,Elevate using technical
Human,0.659320533,AI,HFOpenAI,No,Real TOEFL,Human,275,NA
Human,3.64e-24,Human,GPTZero,Yes,US 8th grade essay,Human,125,NA
AI,0.795514108,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,113,Simplify like non-native
AI,0.950530469,AI,Quil,NA,Fake CS224N - GPT3,GPT3,589,Plain
Human,1.70827e-4,Human,Quil,Yes,Real College Essays,Human,212,NA
AI,0.540818214,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,597,Elevate using technical
Human,7.39566e-4,Human,HFOpenAI,Yes,Real College Essays,Human,915,NA
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,626,Elevate using technical
Human,7.89933e-4,Human,OriginalityAI,Yes,Real CS224N,Human,781,NA
Human,0.005014151,Human,OriginalityAI,Yes,Real CS224N,Human,784,NA
AI,1.89557e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,717,Elevate using technical
AI,0.797947884,AI,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,326,Enhance like native
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,643,Elevate using technical
Human,2e-4,Human,OriginalityAI,Yes,US 8th grade essay,Human,252,NA
Human,0.234586015,Human,HFOpenAI,Yes,Real CS224N,Human,794,NA
AI,3.07997e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,680,Elevate using technical
AI,0.999526024,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,494,Plain
AI,0.999977751,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,593,Plain
AI,1.47e-5,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,305,Enhance like native
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,623,Elevate using technical
Human,1.70394e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,885,NA
AI,6.56477e-4,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,199,Simplify like non-native
AI,0.999811828,AI,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,679,Elevate using technical
Human,0.975102961,AI,OriginalityAI,No,Real TOEFL,Human,335,NA
AI,2.23e-5,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,653,Elevate using technical
AI,0.054890275,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,580,Plain
Human,6.9956e-4,Human,Crossplag,Yes,Real College Essays,Human,540,NA
AI,0.94823331,AI,GPTZero,NA,Fake College Essays - GPT3,GPT3,541,Plain
AI,2.75849e-4,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,401,Enhance like native
AI,1.89414e-4,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,688,Plain
AI,0.006857038,Human,Quil,NA,Fake CS224N - GPT3,GPT3,24,Plain
AI,0.625,AI,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,203,Elevate using literary
AI,0.986379266,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,41,Plain
Human,6.56477e-4,Human,GPTZero,Yes,Real CS224N,Human,810,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,796,NA
AI,0.545551598,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,675,Elevate using technical
AI,0.999998724,AI,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,644,Elevate using technical
AI,1.92344e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,581,Elevate using technical
Human,1.8035e-4,Human,HFOpenAI,Yes,Real College Essays,Human,395,NA
AI,0.058751844,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,372,Enhance like native
Human,3.08319e-4,Human,HFOpenAI,Yes,Real CS224N,Human,757,NA
AI,0.999799788,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,566,Plain
Human,2.69711e-4,Human,Quil,Yes,US 8th grade essay,Human,97,NA
Human,7.03714e-4,Human,Sapling,Yes,US 8th grade essay,Human,79,NA
AI,0.25,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,21,Plain
AI,3.56772e-4,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,376,Enhance like native
Human,2.22245e-4,Human,HFOpenAI,Yes,Real CS224N,Human,881,NA
AI,0.016798906,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,557,Elevate using technical
AI,6.95944e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,499,Elevate using technical
AI,1.47e-5,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,654,Elevate using technical
Human,1,AI,ZeroGPT,No,Real TOEFL,Human,349,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,500,Elevate using technical
AI,0.077481702,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,91,Simplify like non-native
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,610,Plain
AI,1,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,637,Plain
AI,1.92094e-4,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,358,Enhance like native
AI,1.69754e-4,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,358,Enhance like native
Human,1.07e-10,Human,GPTZero,Yes,Real CS224N,Human,844,NA
AI,4.87e-5,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,4,Elevate using literary
AI,0.970083296,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,699,Elevate using technical
AI,0.839579999,AI,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,712,Elevate using technical
Human,3e-7,Human,GPTZero,Yes,Real CS224N,Human,873,NA
AI,0.903720856,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,152,Simplify like non-native
Human,0.263561638,Human,Sapling,Yes,Real College Essays,Human,904,NA
Human,2.52782e-4,Human,Crossplag,Yes,US 8th grade essay,Human,193,NA
AI,0,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,61,Elevate using literary
AI,0.714545228,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,182,Simplify like non-native
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,529,Plain
AI,0.964165568,AI,Quil,NA,Fake CS224N - GPT3,GPT3,14,Plain
Human,1.8388e-4,Human,Quil,Yes,Real College Essays,Human,395,NA
AI,0.9998,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,154,Simplify like non-native
AI,0.25,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,464,Plain
AI,6.56477e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,710,Elevate using technical
Human,0.007523417,Human,OriginalityAI,No,Real TOEFL,Human,62,NA
AI,0.99999544,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,449,Simplify like non-native
Human,0.015139799,Human,Crossplag,No,Real TOEFL,Human,327,NA
AI,0.999894712,AI,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,712,Elevate using technical
AI,7.4e-7,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,576,Plain
Human,0.993778956,AI,Sapling,No,Real TOEFL,Human,310,NA
Human,7.95e-17,Human,GPTZero,Yes,US 8th grade essay,Human,180,NA
AI,1.00059e-4,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,573,Plain
Human,1.37e-6,Human,Sapling,Yes,Real College Essays,Human,218,NA
AI,0.002279298,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,339,Enhance like native
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,788,NA
AI,2.3667e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,720,Elevate using technical
AI,0.013294095,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,622,Elevate using technical
AI,0,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,197,Simplify like non-native
Human,0.714545228,AI,GPTZero,No,Real TOEFL,Human,334,NA
AI,0.020573581,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,671,Plain
AI,3.51906e-4,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,287,Enhance like native
AI,0.012863935,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,514,Elevate using technical
Human,0.125,Human,ZeroGPT,Yes,Real CS224N,Human,833,NA
Human,1.47e-5,Human,GPTZero,Yes,Real CS224N,Human,821,NA
AI,0.999999598,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,701,Plain
Human,0.001403577,Human,Crossplag,Yes,Real College Essays,Human,336,NA
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,15,Plain
AI,1.68896e-4,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,464,Plain
AI,1.71226e-4,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,6,Elevate using literary
AI,4.48005e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,611,Elevate using technical
AI,9.03e-7,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,20,Plain
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,747,NA
AI,1.91878e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,517,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,243,NA
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,444,Plain
AI,0.788692236,AI,Quil,NA,Fake College Essays - GPT3,GPT3,907,Plain
AI,0.936251998,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,449,Simplify like non-native
Human,2.03788e-4,Human,Quil,Yes,US 8th grade essay,Human,195,NA
Human,4.89e-10,Human,GPTZero,Yes,US 8th grade essay,Human,150,NA
Human,0.026399544,Human,HFOpenAI,Yes,Real College Essays,Human,240,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,57,Elevate using technical
Human,1.68329e-4,Human,Crossplag,Yes,Real CS224N,Human,799,NA
Human,2.96549e-4,Human,Crossplag,Yes,US 8th grade essay,Human,888,NA
AI,2.15542e-4,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,588,Plain
AI,0.590873975,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,14,Plain
Human,0.954439938,AI,Crossplag,No,Real TOEFL,Human,534,NA
Human,4.19e-8,Human,GPTZero,Yes,Real CS224N,Human,739,NA
Human,1.75178e-4,Human,Quil,Yes,Real College Essays,Human,44,NA
AI,0.485610574,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,56,Enhance like native
Human,0,Human,ZeroGPT,No,Real TOEFL,Human,310,NA
Human,0.040861893,Human,HFOpenAI,No,Real TOEFL,Human,274,NA
Human,1e-4,Human,OriginalityAI,Yes,US 8th grade essay,Human,164,NA
AI,0.006735668,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,13,Plain
AI,0.180941269,Human,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,905,Plain
Human,9.5154e-4,Human,OriginalityAI,Yes,Real CS224N,Human,834,NA
AI,0.032348018,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,569,Plain
AI,0.029801343,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,547,Enhance like native
AI,2.19672e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,673,Elevate using technical
AI,0.99999959,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,575,Plain
Human,0.245794719,Human,GPTZero,No,Real TOEFL,Human,215,NA
AI,0.001237035,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,355,Enhance like native
AI,0.445022196,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,341,Enhance like native
Human,0.999992258,AI,Sapling,No,Real TOEFL,Human,910,NA
AI,0.014373109,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,319,Simplify like non-native
Human,1.72466e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,125,NA
Human,0.0017,Human,OriginalityAI,Yes,US 8th grade essay,Human,362,NA
AI,6.56477e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,714,Elevate using technical
AI,1.71698e-4,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,355,Enhance like native
AI,1.73e-6,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,677,Elevate using technical
Human,1.70588e-4,Human,Quil,Yes,US 8th grade essay,Human,362,NA
AI,0.333187699,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,248,Enhance like native
AI,0.875,AI,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,321,Enhance like native
Human,0.999992258,AI,Sapling,No,Real TOEFL,Human,910,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,472,NA
Human,2.5481e-4,Human,Quil,Yes,US 8th grade essay,Human,112,NA
Human,1.68537e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,445,NA
AI,0.034899399,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,692,Plain
AI,0.032611627,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,248,Enhance like native
AI,0.049874485,Human,Quil,NA,Fake CS224N - GPT3,GPT3,524,Plain
Human,1.98572e-4,Human,Crossplag,Yes,US 8th grade essay,Human,82,NA
AI,6.88e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,553,Elevate using technical
AI,0.026167611,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,608,Elevate using technical
AI,6.13635e-4,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,85,Simplify like non-native
AI,0.125,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,492,Elevate using technical
Human,0.990018725,AI,OriginalityAI,No,Real TOEFL,Human,302,NA
Human,1.79358e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,184,NA
AI,0.986174421,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,394,Simplify like non-native
AI,1.70611e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,613,Elevate using technical
Human,0.079109527,Human,Crossplag,No,Real TOEFL,Human,884,NA
AI,3.72183e-4,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,474,Elevate using literary
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,764,NA
AI,0.012515994,Human,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,221,Plain
AI,0.375,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,584,Plain
AI,0,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,69,Elevate using literary
AI,2.12e-6,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,58,Plain
AI,0.576868296,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,535,Plain
AI,1,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,163,Simplify like non-native
AI,0.679591417,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,640,Plain
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,396,NA
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,906,Plain
AI,6.04e-7,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,255,Enhance like native
AI,0.999048889,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,701,Plain
AI,0.086362123,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,664,Elevate using technical
AI,0.999810159,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,137,Simplify like non-native
AI,0.877780259,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,318,Simplify like non-native
Human,1.87735e-4,Human,Crossplag,Yes,US 8th grade essay,Human,98,NA
Human,2.0621e-4,Human,Crossplag,Yes,US 8th grade essay,Human,456,NA
AI,6.56477e-4,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,18,Plain
AI,1.86872e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,392,Elevate using technical
AI,0.010592609,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,100,Simplify like non-native
Human,0.826784372,AI,OriginalityAI,No,Real TOEFL,Human,910,NA
AI,0.003622718,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,684,Plain
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,204,Plain
Human,0.999999338,AI,Sapling,No,Real TOEFL,Human,545,NA
Human,6.67e-24,Human,GPTZero,Yes,Real College Essays,Human,402,NA
AI,0.002119184,Human,Quil,NA,US 8th grade essay - GPT simplify,GPT4,81,Simplify like non-native
AI,0.999000609,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,199,Simplify like non-native
Human,0.99982208,AI,Quil,No,Real TOEFL,Human,306,NA
AI,1,AI,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,126,Simplify like non-native
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,887,NA
AI,1.14426e-4,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,410,Elevate using technical
Human,1.81377e-4,Human,Quil,Yes,Real College Essays,Human,218,NA
AI,0.920793653,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,627,Plain
Human,9.26862e-4,Human,Crossplag,Yes,Real CS224N,Human,850,NA
AI,4.19e-8,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,272,Enhance like native
AI,0.975222922,AI,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,330,Enhance like native
AI,0.339181423,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,379,Enhance like native
Human,3.05441e-4,Human,HFOpenAI,Yes,Real CS224N,Human,741,NA
Human,5.78e-9,Human,GPTZero,Yes,Real CS224N,Human,768,NA
Human,1.73355e-4,Human,HFOpenAI,Yes,Real CS224N,Human,871,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,557,Elevate using technical
AI,1.00059e-4,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,298,Enhance like native
Human,3e-4,Human,OriginalityAI,Yes,US 8th grade essay,Human,165,NA
AI,3.72171e-4,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,474,Elevate using literary
AI,1.82377e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,643,Elevate using technical
AI,5.5988e-4,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,894,Enhance like native
AI,1.00059e-4,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,271,Enhance like native
AI,6.56477e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,437,Elevate using technical
AI,0.999583781,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,10,Plain
Human,2.46103e-4,Human,Crossplag,Yes,Real CS224N,Human,853,NA
AI,0.887165174,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,250,Simplify like non-native
Human,1.7913e-4,Human,Crossplag,Yes,Real College Essays,Human,548,NA
AI,6.49e-7,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,404,Enhance like native
Human,0.078818899,Human,Sapling,Yes,US 8th grade essay,Human,188,NA
Human,0.023188406,Human,GPTZero,Yes,Real CS224N,Human,823,NA
AI,0.010462014,Human,Crossplag,NA,Fake College Essays - GPT3,GPT3,906,Plain
Human,0.399828941,Human,HFOpenAI,Yes,US 8th grade essay,Human,111,NA
AI,0.900023467,AI,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,321,Enhance like native
